,news,class
852,“This week the military was moving big equipment into the major big cities preparing for the Maricopa audit results.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
853,"“In South Dakota, I’m putting prayer back in our schools.”",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
854,“President Biden says he wants to ban handguns.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
855,“You’re not going to get COVID if you have these vaccinations.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
856,"“Arizona and Georgia now have the proof,” Joe Biden is “not our elected president!”",https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
857,“You must give EVERY PENNY” of the advance child tax credit payments back when you file your 2021 taxes.,https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
858,Says “Jeff Bezos will put 300 (metric tons) of carbon into the atmosphere for 180 seconds in space.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
859,Says Donald Trump “won Arizona.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
860,"“It now appears there actually was meaningful voter fraud in Fulton County, Georgia, last November. That is not a conspiracy theory. It's true.”",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
861,"In the 2020 presidential election, “4,255 ballots in Fulton County, Georgia, were scanned multiple times” and “3,390 went to Biden.”",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
862,U.S. sanctions mean “Cuba can’t trade with any country or any company whatsoever.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
863,A car flooded in Germany had a sticker critical of Greta Thunberg.,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
864,Carbon dioxide “is not a problem. The Earth has more than enough land and ocean plant life to metabolize it.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
865,"“We have now created over 3 million jobs since I took office, more jobs than have ever been created in the first five months of any presidency in modern history.”",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
866,A Canadian mayor said Muslims must integrate after they “demanded removal of pork in all school canteens in Montreal.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
867,"""Records suggest more than 100 batches of absentee ballots in Fulton County could be missing.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
868,"“In Texas, the power companies have automatically raised the temperature of people's thermostats in the middle of a heatwave without their permission.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
869,A study found an “82% miscarriage rate” among women between 30 days and 20 weeks pregnant who got an mRNA COVID-19 vaccine.,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
870,"""Crime is escalating to a level we haven’t seen in decades as a direct result of Democrats’ defund the police movement and Biden-Harris open-border policies.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
871,"Says George Floyd died ""because he had a system full of fentanyl and meth,"" and “beat women and held guns to their pregnant bellies.”",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
872,Says the Wyoming State Parks Department said it “discovered what looks like a giant root system stemming from the base of the Devils Tower.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
873,"“Carnage"" is being caused ""by people who are coming across the border.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
874,Says people are moving to Milwaukee “in record numbers”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
875,“California literally just told everyone to not charge their electric cars due to power shortage.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
876,“The national debt is now bigger than our economy. That hasn’t happened since World War Two – and we’re in peacetime. Joe Biden is digging a hole America can never fill.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
877,Says Joe Biden “will force Americans to pay for abortion — on demand — up to birth.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
878,"""Japan has banned all (Black Lives Matter) apparel from the Olympics. No one can kneel or raise fists during the anthems either.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
879,“Prairie State power plant is the cleanest coal-fired power plant in the nation.”,https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
880,A flag expressing support for police officers violates the U.S. Flag Code.,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
881,"""The Second Amendment, from the day it was passed, limited the type of people who could own a gun and what type of weapon you could own.”",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
882,Says Ivanka Trump was targeted in the Florida condominium building collapse.,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
883,"The intent behind the bill recognizing Juneteenth as a federal holiday ""is to replace the Fourth of July.”",https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
884,"“Maxine Waters just introduced a bill to re-name Memorial Day — George Floyd Day.""",https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
885,“The WORLD HEALTH ORGANIZATION recently reversed its stance on children getting the Covid vaccine.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
886,Georgia didn’t update its voter rolls prior to the 2020 presidential election; “this means we (you!) won the presidential election in Georgia.”,https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
887,"Says Greta Thunberg said, ""the climate crisis doesn’t exist.""",https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
888,"Gov. Gavin Newsom has “no power or authority” to extend the state of emergency in California because it expired “automatically” on May 6, 2020.",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
889,It was “the left” that “finally” made Juneteenth a national holiday.,https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
890,“We have a record 9.3 million job openings in the U.S.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-true/eb3f74da30375e27384812d99e83f2af.jpg
891,"“Police budgets are at their highest they've ever been, there hasn’t actually been any defunding the police.”",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
892,Says North Carolina’s proposed abortion bill would not “govern the conversation between the doctor and patient.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
893,"“Over the last few years, more Virginians are moving away from Virginia than are moving to Virginia from the other 49 states.”",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
894,"Gov. Ron DeSantis “signed a $1 billion tax increase on the people of our state, on our consumers, yet gave a $500 million tax break to our corporations.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
895,“I inherited the largest budget deficit in the history of the state from the Republicans.”,https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
896,"Says Austin should be putting more police on the streets. “Why are we going the other way? (Austin leaders are saying) ‘Oh, let’s reimagine police by getting rid of them.' What do you have? You have a doubling of murder in Austin, Texas.”",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
897,"Says North Carolina moved “from among the worst business rankings in the country, to the top 10.”",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
898,“Right to Work states have: faster private sector employment growth”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
899,The Biden administration “ignores the negative environmental impact created by lithium mining.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
900,Says withdrawing troops from Afghanistan could save the U.S. $50 billion.,https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
901,The use and possession of marijuana on U.S. college campuses “remains prohibited under federal law”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
902,“There is a place in the U.S. where murder is legal.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
903,Says Florida Agriculture Commissioner Nikki Fried “spent millions of dollars to put her face on every gas pump across this state.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
904,Terry McAuliffe favors “taking the Pledge of Allegiance and the 4th of July out of the (school) curriculum.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
905,"""The CDC lowered the PCR threshold while no longer recording asymptomatic cases...but only for the vaccinated.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
906,"""Two members of the Senate,"" Joe Manchin and Kyrsten Sinema, ""voted more with my Republican friends"" than with the president from their own party.",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
907,"Emails show ""Fauci's fellow scientist could tell early on that the (coronavirus) looked manufactured.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
908,"An email from Dr. Anthony Fauci shows ""everyone was lied to"" about wearing masks to prevent the spread of COVID-19.",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
909,"“The filibuster, if it does not get reformed, still means that maybe 30% of the population potentially controls the majority of Senate seats.”",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
910,"""Absent from the news — Dominion lost their lawsuits against Rudy Giuliani and Sidney Powell.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
911,"Says North Carolina bill ""would allow politically active 501(c)(4) organizations to hide major donors while using their money to support or oppose candidates and political issues.”",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
912,"""The Lancet peer-reviewed study confirms vaccine efficacy, not as 95% stated by the vaccine companies, but as: AstraZeneca 1.3%; Moderna 1.2%; J&J 1.2%; Pfizer 0.84%.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
913,"Police defunding is to blame for “skyrocketing murder rates” in Philadelphia, Minneapolis, Portland, New York City, Chicago, Los Angeles and Washington, D.C.",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
914,The Biden administration’s American Jobs Plan will be “the biggest non-defense investment in research and development in the history of our country.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
915,The CDC in mid-May quietly changed its international travel recommendations to require fully vaccinated people to test negative for COVID-19 before flying to the United States.,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
916,“Boom! Georgia 1st to decertify election.”,https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
917,"“New Haven, Conn., had to issue bonds for a bridge after using funds for that bridge to pay for a police misconduct settlement.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-true/eb3f74da30375e27384812d99e83f2af.jpg
918,A Republican bill in Michigan “would make it a crime for election officials … to share information about how to vote by mail and where to find a ballot drop box.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
919,Says a photo shows a “lithium mine for hybrid cars.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
920,The CDC lifting mask guidelines “out of the blue with no solid explanation proves they lied to you the whole time about everything.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
921,Opposition to having a fully elected Chicago Board of Education is in the “super minority.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-true/eb3f74da30375e27384812d99e83f2af.jpg
922,An electromagnetic radiation detector can detect radiation from someone’s COVID-19 vaccination.,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
923,“Black Lives Matter says it stands with Hamas terrorists in Israeli conflict.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
924,"The Biden White House has ""no one there. They don't travel. They don't go down to the border. They don't go overseas.""",https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
925,Says the CDC’s new tracking policy is covering up cases of “breakthrough” COVID-19 infections among vaccinated people.,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
926,On the legitimacy of President Joe Biden's election.,https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-flip/b60fe5919bc81edaf14bc56dbdc771ef.jpg
927,Says Don Lemon’s show has been canceled and he is leaving CNN.,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
928,"""When you can't find gas, remember who executively ordered the Keystone Pipeline to close.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
929,Merriam-Webster recently changed its definition of “anti-vaxxer” to include people who oppose laws that mandate vaccination.,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
930,Transmission of COVID-19 by asymptomatic individuals “has never been proven.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
931,“The research showed … that confidence overall in the vaccines increased after the pause” to review the safety of Johnson & Johnson’s coronavirus vaccine.,https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
932,The voting rights bill “would register millions of illegal aliens to vote. It is intended to do that.”,https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
933,On supporting Liz Cheney for House Republican leadership position,https://static.politifact.com/CACHE/images/politifact/rulings/meter-full-flop/48e8c426e77dec514cf7babe1353dfad.jpg
934,"""I don't think anybody is questioning the legitimacy of the presidential election.""",https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
935,Exxon sign says drivers “must show proof of a job for gas purchase.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
936,"“After California taxes, Trey Lance's $34.1M rookie deal becomes just $16M.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
937,“Montana is canceling unemployment because of a workforce shortage.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
938,“Every single Petersburg (Va.) school was accredited when I left office.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
939,“Regulating and taxing marijuana—much like we do alcohol—would generate more than $165M in revenue starting in 2022”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
940,"""Manufacturing the battery for one electric car produces the same amount of carbon dioxide as running a petrol car for eight years.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/df2fdc0878a20d18f0ed2f059e16b858.jpg
941,"""Scientists Claim to Spot Fungus Growing on Mars in NASA Rover Photos”",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
942,“The death rate for fully vaccinated people is significantly higher than non-vaccinated [people].”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
943,“Conventional generators are very thin right now because Texas has gone to so many renewables.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
944,Says he was “one of the 2 (state Senators) who voted against” North Carolina’s body camera law.,https://static.politifact.com/CACHE/images/politifact/rulings/meter-true/eb3f74da30375e27384812d99e83f2af.jpg
945,"With the goal to preserve 30% of the earth’s land and water by 2030, “300 million people stand to lose their land and livelihood, most of them tribal and indigenous peoples.”",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
946,"An ongoing audit of the 2020 presidential election in Arizona “showed Trump ahead by 250,000” votes, and “nearly 950,000 ballots are declared illegal, nearly all for Biden.”",https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
947,Says Nikki Haley “white-washed” her name because she thought it “would give her a better chance than the name Nimrata Randhawa.”,https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
948,"""Joe Biden is proposing that any family who tries to pass a business or a farm down to their son or daughter or grandson or granddaughter are going to pay a huge new tax.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
949,"The Green New Deal “costs an average American household almost $700,000 through 2029.”",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
950,"California Gov. Gavin Newsom “just let 76,000 inmates out of jail.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
951,"“If you look at some of these places that (reduced police funding), they’ve already seen crime go up.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
952,"“Parents in Vail, Arizona just took over the school board — all according to the rules. Voted in a whole new board, and immediately removed the mask mandate.”",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
953,"Social media posts stated: “Remember Kamala telling Joe during the debate, ‘You will do whatever the Chinese tell you! They gave your son over a billion dollars.’”",https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
954,"""Only <6% of the $2.1 trillion 'infrastructure' bill contains funding for roads & bridges.”",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
955,“Anyone remember Kamala telling Joe during the debate: ‘You will do whatever the Chinese tell you! They gave your son over a billion dollars.’”,https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
956,Says Democrats blocked his efforts at police reform.,https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
957,A new state agreement with Foxconn “will save Wisconsin taxpayers $2.77 billion.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
958,Says Joe Biden is “going to control how much meat you can eat.”,https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
959,"Group “identifies 12,547 illegal votes” in Georgia's 2020 election results, “exceeds margin of victory in the state.”",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
960,“One of (Joe Biden’s) first acts in office was sending an immigration bill to Congress to grant mass amnesty to illegal immigrants.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
961,Says his administration’s efforts have led to more school reopenings.,https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
962,“You didn't see Republicans when we had control of the Senate try to rig the game.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
963,Foxconn “is the largest taxpayer in Racine County.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-true/eb3f74da30375e27384812d99e83f2af.jpg
964,“Biden is currently sending more military equipment to our neighborhoods than Trump did.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
965,“Bill Gates fights to keep vaccine ingredients secret.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
966,"""Biden's climate requirements"" will ""cut 90% of red meat from diet"" to a ""max 4 lbs per year"" and ""one burger per month.""",https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
967,"By clicking on a link from a fake USPS text message, “you are sending your precise location to sex traffickers in your local area” so they can kidnap you.",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
968,"“Those 30-, 40-year mortgages” prove that banks know climate change “is not going to happen.”",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
969,Says Joe Biden was the only world leader to wear a face mask during a video conference.,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
970,“Pope Francis is dead.”,https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
971,Maxine Waters could be “sentenced” for “jury tampering.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
972,"For mitigating COVID-19 spread, “masks (are) the number one way to do so.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
973,Photos reveal Greta Thunberg is a trained actress who comes from a long line of actors.,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
974,Two photos show climate change “is a hoax.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
975,Photo shows President Barack Obama posing with a 420 sign.,https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
976,Women’s menstrual cycles and fertility are affected by being around people who have received COVID-19 vaccines,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
977,“Joe Biden and the Democrats want to remove any term that denotes gender.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
978,Texas “could be very close to herd immunity.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
979,"“This is all about a certificate of vaccination where they get you a national ID, and then the AI can track you.”",https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
980,On whether he supports the filibuster.,https://static.politifact.com/CACHE/images/politifact/rulings/meter-no-flip/43aa9a0fb913d1684e9127b6c291ec83.jpg
981,"""Kids in cages"" in border facilities are ""at 700% capacity.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
982,"“Maybe (the COVID-19 vaccine) doesn't work, and they're simply not telling you that.”",https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/036808fdf668e8a65d50468337465de4.jpg
983,“Moderna chief medical officer admits: mRNA alters DNA.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
984,Says Raphael Warnock supports boycotts of Georgia to protest voting law.,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
985,Says the “1986 Vaccine protection act” resulted in “the biggest jump in shots” for children because it gave drug manufacturers “exemption for responsibility of killing people.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
986,Black Lives Matter protest at Iowa Capitol was an “insurrection” like that on Jan. 6 at the U.S. Capitol.,https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
987,On running for governor as an independent.,https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-flip/b60fe5919bc81edaf14bc56dbdc771ef.jpg
988,"After learning some officers are Jewish, “Ilhan Omar says police shouldn’t exist.”",https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/d089e796db6628261f228086d4084fa8.jpg
989,Residents of New York state “pay the highest taxes in the nation.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
990,“We have encountered the largest surge of migrants (at the southern border) in the last 20 years.”,https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-false/b7738b2b59177882eb8cbea926ad37ab.jpg
991,"“Kids at the border: 2,600 highest number Trump, 12,000 currently under Biden.”",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
992,"“Nothing has changed in the election code (under SB 7) regarding early voting. Nothing has changed.""",https://static.politifact.com/CACHE/images/politifact/rulings/tom_ruling_pof/036808fdf668e8a65d50468337465de4.jpg
993,"""In fact, the data coming in from some states that have legalized marijuana is that they actually see a decrease in use over time, particularly among young people.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
994,"President Joe Biden’s infrastructure proposal “is fully paid for. Across 15 years, it would raise all of the revenue needed for these once-in-a-lifetime investments.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-mostly-true/eab607507cdade634c07465983bd63d4.jpg
995,"""Sunday was never used before as a voting day in Georgia.”",https://static.politifact.com/CACHE/images/politifact/rulings/meter-false/661e455da8c2f827615f9c1d7f509fc4.jpg
996,"""Over the past decade, drug prices have risen at three times the rate of inflation.""",https://static.politifact.com/CACHE/images/politifact/rulings/meter-half-true/b81964349780d58033deb9ef2d1b0dfd.jpg
