,title,news,class,review
58,"Human-induced increases in greenhouse gases are the primary driver of global warming, contrary to claims in CFACT article","
They tell us that we are the primary forces controlling earth temperatures by the burning of fossil fuels and releasing their carbon dioxide. I hope my readers can recognize the absurdity of their claims. … increasing sunspots are linked to increases in earth temperature ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png, CLAIM: They tell us that we are the primary forces controlling earth temperatures by the burning of fossil fuels and releasing their carbon dioxide. I hope my readers can recognize the absurdity of their claims. … increasing sunspots are linked to increases in earth temperature. 
59,Scientists observe most widespread bleaching event ever recorded at The Great Barrier Reef,"
The Great Barrier Reef is experiencing the most widespread bleaching ever recorded ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Accurate.png," CLAIM: The Great Barrier Reef is currently experiencing the most widespread bleaching ever recorded, with 60 per cent of reefs across all three regions affected, according to a detailed survey of the system. "
60,"The Antarctic ozone layer is recovering, but The Independent claim fails to grasp significance of study it relies on","
The ozone layer is healing ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Mostly_Accurate.png," CLAIM: The ozone layer is continuing to heal and has the potential to fully recover, according to a new study "
61,Deforestation can facilitate the emergence and spread of some infectious diseases,"
Deforestation has made humans more vulnerable to pandemics ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Mostly_Accurate.png," CLAIM: Deforestation has made humans more vulnerable to pandemics. Years of scientific research shows that deforestation has led to a rise in the spread of diseases affecting humans. By reducing the amount of available habitat, species are forced into smaller, shared areas, and brought into closer contact with cities and towns. "
62,Global data contradict claim of no acceleration in sea level rise,"
The long-term tide gauge datasets are all in agreement that there is no acceleration ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: The long-term tide gauge datasets are all in agreement that there is no acceleration, neither in the early nor in the recent parts of the records. Yes, they often porpoise a bit above and a bit below the trend line, but there is no evidence of any CO2-caused recent increase in the rate of sea-level rise. The satellite dataset, on the other hand, is a splice of a selected four of the nine available satellite sea-level datasets. The changes in trend seem to be associated with the splices. Unfortunately, this spliced record is both too short and too fractured to draw any conclusions about acceleration. "
63,"Temperature trends in the U.S. are consistent with warming around the world, contrary to Electroverse claim","
Historical data of temperature in the U.S. destroys global warming myth ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Flawed_Reasoning.png," CLAIM: Historical data destroys the global warming myth, and people are waking to it. According to NOAA’s own historical data, of the 50 U.S. state all-time record high temperatures, 23 were set during the 1930s, while 36 occurred prior to 1960 — climate change proponents are feeding us a fairy tale, and I’m sick of it. "
64,CO2 can increase plant growth in greenhouses while also negatively affecting ecosystems and human societies,"
CO2 is a plant nutrient...it’s not a pollutant that threatens human civilization. If CO2 was so terrible for the planet, then installing a CO2 generator in a greenhouse would kill the plants. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Flawed_Reasoning.png," CLAIM: CO2 is a plant nutrient...it’s not a pollutant that threatens human civilization as has been ridiculously claimed by global warming doomsday pushers. CO2 actually increases plant yields, accelerates ""re-greening"" and improves reforestation of the planet. If CO2 was so terrible for the planet, then installing a CO2 generator in a greenhouse would kill the plants. "
65,Electroverse article incorrectly claims the Sun is behind climate change,"
the IPCC is wrong − the sun, not CO2, drove modern global warming ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png," CLAIM: the IPCC is wrong − the sun, not CO2, drove modern global warming "
66,Sea levels rose faster in the past century than in previous time periods,"
Sea level rise has been slow and a constant, pre-dating industrialization ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: Sea level rise has been slow and a constant, pre-dating industrialization ... A study by the University of York found evidence for a period of enhanced pre-industrial sea-level rise of about 2-3 millimetres per year in three locations — Nova Scotia, Maine and Connecticut, which were largely natural, without any human constructions or man-made factors. "
67,Data from glaciers around the world show most are shrinking as a consequence of global warming,"
90 percent of the world’s glaciers are growing. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png, CLAIM: 90 percent of the world’s glaciers are growing. 
68,"Current climate warming is rapid and occurring on a global scale, unlike past periods of regional climate fluctuations","
Of course the climate is changing. It always has. It always will. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Misleading.png," CLAIM: Over the past 2,000 years, the globe has seen the Roman Warm Period, the cooler Dark Ages, the Medieval Warm Period, the Little Ice Age, a gradual 300-year warming. Of course the climate is changing. It always has. It always will. "
69,"Sea levels have risen throughout the 20th century, contrary to claim in online articles","
Scientists were caught 'adjusting' sea level data to create false impression of rising oceans ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png, CLAIM: Scientists were caught 'adjusting' sea level data to create false impression of rising oceans [...] Scientists have found that sea levels are stable - and have been for the entirety of the 20th century. 
70,NOAA does not fraudulently adjust data to create the illusion of a global warming trend,"
Using complex statistical models, [NOAA] change[s] the data to reflect not reality, but their underlying theories of global warming. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: Using complex statistical models, [NOAA] change[s] the data to reflect not reality, but their underlying theories of global warming[...] all of their temperature adjustments lean cooler in the distant past, and warmer in the more recent past. "
71,"CO2 emissions from human activities have imbalanced the atmospheric carbon budget, significantly contributing to climate change, contrary to online claim","
Less than 5% of carbon dioxide emissions are produced by man [... they] can’t cause 30% of today’s atmospheric carbon dioxide ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Misleading.png," CLAIM: Less than 5% of carbon dioxide emissions are produced by man. [...] Human carbon dioxide, which is less than 5% of natural carbon dioxide, can’t cause 30% of today’s atmospheric carbon dioxide "
72,Claims of a coming 30-year “mini ice age” are not supported by science,"
Earth about to enter 30-YEAR ‘Mini Ice Age’ ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png," CLAIM: EARTH could be braced for a ‘mini ICE-AGE' as experts warn a solar minimum could last until the 2050s. [...] According to Nasa, the Sun will reach its lowest activity in over 200 years in 2020. "
73,Studies do not support blog’s claim that volcanic activity is causing melting of West Antarctic glaciers,"
Volcanoes Melting West Antarctic Glaciers, Not Global Warming ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Unsupported.png," CLAIM: Volcanoes Melting West Antarctic Glaciers, Not Global Warming[...] Three new research studies confirm that geothermal heat flow, not man-made global warming, is the dominant cause of West Antarctic Ice Sheet (WAIS) melting. "
74,Simple measurements demonstrate that CO2 is a greenhouse gas contrary to claim in online blogs,"
CO2 is not a greenhouse gas. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: The most important assumption behind the AGW theory is that an increase in global atmospheric CO2 will cause an increase in the average annual global temperature. The problem is that in every record of temperature and CO2, the temperature changes first. Think about what I am saying. The basic assumption on which the entire theory that human activity is causing global warming or climate change is wrong[...] In short, CO2 is not a greenhouse gas. "
75,Facebook meme incorrectly claims past climate variations contradict human influence on current climate,"
The idea that 'climate change' is new or is caused by Humans is nonsense. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png, CLAIM: The environment of Earth has been continually changing for 4.5 billion years! The idea that 'climate change' is new or is caused by Humans is nonsense. 
76,"Climate change is one factor affecting how fires in Australia burn, regardless of whether arsonists or lightning started them","
the bushfires [in Australia] were caused by arsonists and a series of lightning strikes, not 'climate change' ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Misleading.png," CLAIM: Authorities in Australia have confirmed the bushfires were caused by arsonists and a series of lightning strikes, not 'climate change' as many activists have claimed. "
77,Volcanic CO2 emissions are known to be much smaller than human-caused emissions,"
Discovery Of Massive Volcanic CO2 Emissions Discredits Global Warming Theory ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png, CLAIM: Discovery Of Massive Volcanic CO2 Emissions Discredits Global Warming Theory [...] All indications are that Earth is currently experiencing another period of strong volcanic activity which is acting to infuse CO2 into our atmosphere thereby challenging the validity of the global warming theory. 
78,Article falsely attributes invented quotes to James Hansen,"
Father of Global Warming’ Scientist Finally Admits Theory Is Wrong ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: ‘Father of Global Warming’ Scientist Finally Admits Theory Is Wrong [...] a new study that compares real-world data to the original Scenario B model — finding no correlation — has received Hansen’s backing, with the “Father of global warming” admitting he is “devastated” by the way his data has been used by climate alarmists. "
79,False claim that wind turbines generate more global warming than fossil fuels misrepresents study it relies on,"
Harvard study finds that wind turbines create MORE global warming than the fossil fuels they eliminate ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: Harvard study finds that wind turbines create MORE global warming than the fossil fuels they eliminate[...] While massive wind farms are said by some to be the 'renewable' energy source of the future, two Harvard scientists have found that the spinning blades of these massive metal monstrosities create more climate warming than coal plants "
80,Ice cube meme misrepresents physics of sea level rise to claim melting ice has no effect,"
[Photo] A little science lesson for the #idiots at the global warming conference. Ice berg melts, ocean level remains the same. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png," CLAIM: A little science lesson for the #idiots at the global warming conference. Ice berg melts, ocean level remains the same. "
81,1977 “coming ice age” Time magazine cover is a fake,"
When the exact same group of 'experts' who claimed it was global cooling in 1977 now claim it's global warming you can easily see why I am skeptical ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png, CLAIM: When the exact same group of 'experts' who claimed it was global cooling in 1977 now claim it's global warming you can easily see why I am skeptical 
82,Bedrock heat flow studies made no claim contradicting human-caused melting of glaciers,"
[A] series of just-released studies by working-level scientists prove that geological and not atmospheric forces are responsible for melting of Earth’s polar ice sheets. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: In what amounts to dissension from National Aeronautics and Space Administration (NASA) climate change policy, a series of just-released studies by working-level scientists prove that geological and not atmospheric forces are responsible for melting of Earth’s polar ice sheets. "
83,Claim of a coming ice age misrepresents the study it relies on,"
Scientists studying Antarctica sea ice warn a rise in accumulation could spark the next ice age. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png," CLAIM: Scientists studying Antarctica sea ice warn a rise in accumulation could spark the next ice age. Computer simulations show that an explosion in ice circling the frozen desert would act as a lid on the ocean and block it from exchanging carbon dioxide with the atmosphere. This is capable of causing a reverse greenhouse effect, which would ultimately cool the earth and send our planet into an ice age for the first time in over two million years. "
84,Human activities release far more carbon dioxide than volcanoes do,"
That one little burp by Mt. Etna has already put more than 10,000 times the CO2 into the atmosphere than mankind has in our entire time on the Earth ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: That one little burp by Mt. Etna has already put more than 10,000 times the CO2 into the atmosphere than mankind has in our entire time on the Earth but don't worry, a scam is in the works to tax you for your miniscule footprint… "
85,Letter to the UN was not signed by 500 scientists or experts on climate science,"
500 Scientists Write U.N.: ‘There Is No Climate Emergency’.... More than 500 scientists and professionals in climate and related fields have sent a 'European Climate Declaration' to the Secretary-General of the United Nations ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Misleading.png, CLAIM: 500 Scientists Write U.N.: ‘There Is No Climate Emergency’.... More than 500 scientists and professionals in climate and related fields have sent a 'European Climate Declaration' to the Secretary-General of the United Nations 
86,Photo meme of Sydney Harbour incorrectly claims no sea level rise has occurred,"
Unprecedented climate change has caused sea level at Sydney Harbour to rise approximately 0.0 cm over the past 140 years. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png, CLAIM: Unprecedented climate change has caused sea level at Sydney Harbour to rise approximately 0.0 cm over the past 140 years. 
87,"2°C is not known to be a “point of no return”, as Jonathan Franzen claims","
The consensus among scientists and policy-makers is that we’ll pass this point of no return if the global mean temperature rises by more than two degrees Celsius ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png," CLAIM: Our atmosphere and oceans can absorb only so much heat before climate change, intensified by various feedback loops, spins completely out of control. The consensus among scientists and policy-makers is that we’ll pass this point of no return if the global mean temperature rises by more than two degrees Celsius (maybe a little more, but also maybe a little less)[...] In the long run, it probably makes no difference how badly we overshoot two degrees; once the point of no return is passed, the world will become self-transforming. "
88,There is overwhelming evidence that current climate change is significantly caused by human carbon emissions contrary to claim in Townhall,"
Human-produced carbon might be one of the factors [of climate change], but there’s simply no evidence that it is a significant one. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png," CLAIM: The planet gets hotter, it gets colder, sometimes quickly, sometimes over eons, and there are a bunch of reasons why, like the sun and volcanos. Human-produced carbon might be one of the factors, but there’s simply no evidence that it is a significant one. "
89,Claim that the Earth has cooled since Medieval or Roman times is contradicted by available data,"
Peer-reviewed studies, geologic records, and all the studies have shown that we have actually cooled since the Roman Warming Period, and likely since the Medieval Warming Period. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: Peer-reviewed studies, geologic records, and all the studies have shown that we have actually cooled since the Roman Warming Period, and likely since the Medieval Warming Period. "
90,Claim of no US warming since 2005 is directly contradicted by the data it is based on,"
the U.S. Climate Reference Network[...] finds there has been no warming for the past 14 years at least ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: But a new, improved system to assess surface temperatures established in 2005 by the National Oceanic and Atmospheric Administration, NOAA, indicates otherwise. In fact, the U.S. Climate Reference Network -- comprised of 114 pristinely maintained temperature stations spaced relatively uniformly across the lower 48 states -- finds there has been no warming for the past 14 years at least [...] All of the asserted U.S. warming since 1930 is the product of the controversial adjustments made to the raw data. "
91,Earth’s orbit cannot explain modern climate change,"
changes in the solar orbit of the earth, along with alterations to the earth’s axial tilt, are both responsible for what climate scientists today have dubbed as “warming”[...]. In no way, shape, or form are humans warming or cooling the planet ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png," CLAIM: [...]changes in the solar orbit of the earth, along with alterations to the earth’s axial tilt, are both responsible for what climate scientists today have dubbed as “warming” (or “cooling,” depending on their agenda). In no way, shape, or form are humans warming or cooling the planet by driving SUVs or eating beef, in other words. "
92,Prediction by Extinction Rebellion’s Roger Hallam that climate change will kill 6 billion people by 2100 is unsupported,"
I am talking about the slaughter, death, and starvation of 6 billion people this century—that's what the science predicts. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png," CLAIM: I am talking about the slaughter, death, and starvation of 6 billion people this century—that's what the science predicts. "
93,Rick Perry’s claim that US is “leading the world” in emission cuts is misleading,"
I think about all the 194 [countries] that signed onto the Paris accord, the U.S. is the one that's leading the world in reducing emissions ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Misleading.png," CLAIM: The reality is that the United States is lowering emissions—one of the only countries in the world. I think about all the 194 [countries] that signed onto the Paris accord, the U.S. is the one that's leading the world in reducing emissions... America [is] transitioning away from old inefficient power plants to natural gas plants. "
94,"CO2 caused warming during past climate changes, notably as a feedback amplifying other factors","
CO2 does not cause climate change, it RESPONDS to it [...] temperature always changes first, and CO2 follows ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Flawed_Reasoning.png," CLAIM: CO2 does not cause climate change, it RESPONDS to it [...] temperature always changes first, and CO2 follows "
95,Claim that cosmic rays are a crucial player for current climate change is unsupported,"
Based on the increase of solar activity during the twentieth century, it should account for between half to two-thirds of all climate change ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png," CLAIM: 'Based on the increase of solar activity during the twentieth century, it should account for between half to two-thirds of all climate change'[...] Both Galactic and Solar Cosmic rays hitting Earth’s atmosphere create aerosols which, in turn, seed clouds (Svensmark et al) — making them a crucial player in earth’s weather and climate. "
96,Express article falsely warns of a solar-induced “ice age”,"
The current solar minimum could last for more than three decades which could lead to temperatures plummeting across the globe, scientists have warned. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png," CLAIM: The current solar minimum could last for more than three decades which could lead to temperatures plummeting across the globe, scientists have warned. "
97,Research does not show a Medieval Warm Period warmer than the present day,"
18 proxies tell us the world was the same or warmer 1,000 years ago ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: This new global temperature reconstruction by The Pages Consortium miraculously agrees with the models yet disagrees with hundreds of stalagmites, corals, ice cores, trees, lake sediments, mud from the ocean floor, pollen dust and 6,000 boreholes[...] 18 proxies tell us the world was the same or warmer 1,000 years ago "
98,"Hosted by former Australian senator, Tony Heller repeats false claim that scientists fake the warming trend","
[T]he raw data, the actual thermometer data[...] shows that the US has been cooling for 80 to 90 years. But the graphs they release to the public show warming trend, and it's all because they've altered the data. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: Right on the NASA website, you can look and see in the year 2000 they showed about 0.5C total warming. In the year 2012, they pushed it up to about 0.9C warming. Now they show about almost 1.5C warming over lands[...] [T]he raw data, the actual thermometer data, which comes from this incredible network of very good, contiguous 1,200 stations in the US, shows that the US has been cooling for 80 to 90 years. But the graphs they release to the public show warming trend, and it's all because they've altered the data. "
99,"Data shows the Earth is currently warmer globally than at any time in the past 2,000 years","
Earth’s mean temperature over the last 2,000 years shows two previous periods when temperatures were warmer than they are now; from 1–200 A.D., an epoch called the Roman Warm Period, and more recently the Medieval Warm Period from 900–1100 A.D. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: A graph of the Earth’s mean temperature over the last 2,000 years shows two previous periods when temperatures were warmer than they are now; from 1–200 A.D., an epoch called the Roman Warm Period, and more recently the Medieval Warm Period from 900–1100 A.D.[…] It is worth noting that both of these climate optima occurred centuries before the discovery of fossil fuels and the invention of the internal combustion engine. "
100,Sky News Australia interview falsely claims that global cooling is coming soon,"
the Intergovernmental Panel on Climate Change is misleading humanity about climate change and sea levels, and that in fact a new solar-driven cooling period is not far off ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png," CLAIM: [Nils Axel-Mörner] is saying that the Intergovernmental Panel on Climate Change is misleading humanity about climate change and sea levels, and that in fact a new solar-driven cooling period is not far off [...] You're saying it's solar activity which is the dominant factor and not carbon dioxide? 'Yes, for sure.' "
101,Non-peer-reviewed manuscript falsely claims natural cloud changes can explain global warming,"
During the last hundred years the temperature is increased about 0.1°C because of carbon dioxide. The human contribution was about 0.01°C. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png, CLAIM: Man-made Climate Change Doesn't Exist In Practice... During the last hundred years the temperature is increased [sic] about 0.1°C because of carbon dioxide. The human contribution was about 0.01°C. 
102,"On Fox News, Patrick Michaels falsely claims humans are only responsible for half of global warming","
So that means that probably about half, maybe half of that nine-tenths of the degree [of total warming] might be caused by greenhouse gases ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png," CLAIM: There are two periods of warning, one in the early 20th Century that could not have been caused by human beings because we hadn't put enough CO2 in the air, and one in the later part of the 20th Century that either slows down or ends depending upon whose data you use somewhere in the late 1990s, only to resume with the big El Nino that covered the news the last couple of years. So that means that probably about half, maybe half of that nine-tenths of the degree [of total warming] might be caused by greenhouse gases because when the planet warmed beginning in 1976, the temperature of the stratosphere started to drop and that's the prediction of greenhouse theory "
103,NASA did not create global warming by manipulating data,"
[NASA] has been adjusting temperatures from the past[...] downward, while adjusting current-day temperatures upward, and those changes are responsible for most of the claimed global warming during that time. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: [NASA] has been adjusting temperatures from the past—temperatures from as long ago as the mid-1800s—downward, while adjusting current-day temperatures upward, and those changes are responsible for most of the claimed global warming during that time. "
104,Claim that electric vehicles cause more carbon emissions than diesel misrepresents reality,"
New Study Confirms EVs Considerably Worse For Climate Than Diesel Cars ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png, CLAIM: New Study Confirms EVs Considerably Worse For Climate Than Diesel Cars 
105,Investor’s Business Daily editorial doesn’t support claims about UN statements,"
The UN Admits That The Paris Climate Deal Was A Fraud ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Unsupported.png," CLAIM: The UN Admits That The Paris Climate Deal Was A Fraud [...] the Paris climate accord amounted to nothing, or pretty close to it. Even the UN admits that now. "
106,Meme image falsely claims wind turbines produce less energy that is used to build them,"
A windmill could spin until it falls apart and never generate as much energy as was invested in building it. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: A two-megawatt windmill is made up of 260 tons of steel that required 300 tons of iron ore and 170 tons of coking coal, all mined, transported and produced by hydrocarbons. A windmill could spin until it falls apart and never generate as much energy as was invested in building it. "
107,It’s true that the current carbon dioxide level is higher than any time in human existence,"
the concentration of carbon dioxide in Earth’s atmosphere has climbed to a level last seen more than 3 million years ago — before humans even appeared on the rocky ball we call home ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Accurate.png, CLAIM: the concentration of carbon dioxide in Earth’s atmosphere has climbed to a level last seen more than 3 million years ago — before humans even appeared on the rocky ball we call home 
108,"In popular video, Dan Peña falsely claims humans aren’t causing climate change","
Fifty-five thousand years ago the whole world was 2°C warmer than it is today[...] It's all cyclical; [human-caused greenhouse gas emissions are] not a fart in the wind. Sea level rise is not going to happen. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Flawed_Reasoning.png, CLAIM: Fifty-five thousand years ago the whole world was 2 degrees C warmer than it is today[...] It's all cyclical; [human-caused greenhouse gas emissions are] not a fart in the wind. Sea level rise is not going to happen. 
109,There is clear evidence for the existence of climate change contrary to claims by John Coleman,"
Climate change is not happening, there is no significant man-made global warming now, there hasn't been any in the past, and there's no reason to expect any in the future. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png," CLAIM: There's no question about it. Climate change is not happening, there is no significant man-made global warming now, there hasn't been any in the past, and there's no reason to expect any in the future. "
110,Claim in The Express that low solar activity is bringing cold weather is false,"
Cold weather to grip world as solar minimum to deepen, NASA says ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: Cold weather to grip world as solar minimum to deepen, NASA says "
111,Blaze article badly misrepresents study of Greenland’s Jakobshavn Glacier,"
[O]ne of the previously fastest shrinking glaciers in the world is growing again, calling into question the narrative that rapid climate change [...] poses a significant threat to the existence of the human race ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Flawed_Reasoning.png," CLAIM: [A]ccording to new data from NASA, one of the previously fastest shrinking glaciers in the world is growing again, calling into question the narrative that rapid climate change — i.e., global warming — poses a significant threat to the existence of the human race, let alone the entire planet. "
112,Caleb Rossiter falsely claims that climate models are “running very hot”,"
The models predicted about three times the amount of warming in the world we’ve seen since [1988]. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png, CLAIM: The models started in about 1988 to make predictions 30 years hence. Guess what? The models predicted about three times the amount of warming in the world we’ve seen since then. So the models are running very hot. 
113,Senator Sanders’ claim that climate change is making tornadoes worse isn’t supported by published research,"
The science is clear, climate change is making extreme weather events, including tornadoes, worse. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Misleading.png," CLAIM: The science is clear, climate change is making extreme weather events, including tornadoes, worse. "
114,Claim that cows have more impact on climate than cars depends on the timescale,"
Burping cows are more damaging to the climate than all the cars on this planet. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Lacks_Context.png, CLAIM: Burping cows are more damaging to the climate than all the cars on this planet. 
115,Metro’s claims of coming “mini ice age” have no basis in reality,"
[S]unspot activity on the surface of our star has dropped to a new low. It’s feared this could herald the arrival of a uniquely grim ‘mini Ice Age’. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png," CLAIM: Humanity could soon face a long, cold winter which could see temperatures across the planet plunge to depressing lows. A Nasa scientist who [sic] fears sunspot activity on the surface of our star has dropped to a new low. It’s feared this could herald the arrival of a uniquely grim ‘mini Ice Age’. ‘We see a cooling trend,’ Martin Mlynczak of Nasa’s Langley Research Center told Space Weather. "
116,"On BBC Newsnight, Myron Ebell falsely claims climate models exaggerate warming","
The rate of warming according to the data is much slower than the models used by the IPCC ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png, CLAIM: The rate of warming according to the data is much slower than the models used by the IPCC 
117,Ian Plimer wrongly claims that carbon dioxide emissions do not cause climate change,"
there is no relationship between temperature and carbon dioxide emissions by ­humans[...] carbon dioxide has had a minuscule effect on global climate ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png," CLAIM: Even in our own lifetimes, there is no relationship between temperature and carbon dioxide emissions by ­humans, yet there is a very close relationship between solar activity and temperature. Since the beginning of time, water vapour has been the main greenhouse gas and carbon dioxide has had a minuscule effect on global climate. Carbon dioxide is a trace gas in the atmosphere. We are expected to believe that emission of traces of a trace gas into the atmosphere is a major planetary driving force. "
118,Ian Plimer incorrectly claims human-caused emissions are short-lived,"
The ­atmospheric residency time of carbon dioxide is five years and it is quickly sequestered into plants, marine life, oceans and sediments. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Misleading.png," CLAIM: The ­atmospheric residency time of carbon dioxide is five years and it is quickly sequestered into plants, marine life, oceans and sediments. "
119,President Trump’s claim that water supply policy has worsened California wildfires is baseless,"
California wildfires are being magnified & made so much worse by the bad environmental laws which aren’t allowing massive amounts of readily available water to be properly utilized. It is being diverted into the Pacific Ocean. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png, CLAIM: California wildfires are being magnified & made so much worse by the bad environmental laws which aren’t allowing massive amounts of readily available water to be properly utilized. It is being diverted into the Pacific Ocean. Must also tree clear to stop fire from spreading! 
120,Fred Singer incorrectly claims sea level rise is not caused by climate change,"
Sea-level rise does not seem to depend on ocean temperature, and certainly not on CO2 ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png," CLAIM: Currently, sea-level rise does not seem to depend on ocean temperature, and certainly not on CO2. We can expect the sea to continue rising at about the present rate for the foreseeable future. "
121,Rush Limbaugh falsely claims there is no evidence of human-caused global warming,"
There isn’t yet any empirical evidence for their claim that greenhouse gases even cause temperatures to increase. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: There isn’t any warming. All they’ve got is computer model predictions, folks. There isn’t yet any empirical evidence for their claim that greenhouse gases even cause temperatures to increase. There isn’t any empirical data for that. "
122,Breitbart repeats blogger’s unsupported claim that NOAA manipulates data to exaggerate warming,"
NOAA has adjusted past temperatures to look colder than they were and recent temperatures to look warmer than they were. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Unsupported.png, CLAIM: [...]NOAA has been cooking the books. Yet again – presumably for reasons more to do with ideology than meteorology – NOAA has adjusted past temperatures to look colder than they were and recent temperatures to look warmer than they were. 
123,EPA’s Scott Pruitt incorrectly suggests climate change might not be “a bad thing”,"
We know that humans have most flourished during times of, what, warming trends. I think there are assumptions made that because the climate is warming, that that is necessarily a bad thing. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Unsupported.png," CLAIM: [N]o one disputes that climate changes, is changing. We see that, that’s constant. We obviously contribute to it, we live in the climate, right? So our activity contributes to the climate change to a certain degree. Now measuring that with precision, I think, is more challenging than is let on at times.  But I think the bigger question is what you ask at the very end: Is it an existential threat? Is it something that is unsustainable, or what kind of effect or harm is this going to have? We know that humans have most flourished during times of, what, warming trends. I think there are assumptions made that because the climate is warming, that that is necessarily a bad thing. Do we really know what the ideal surface temperature should be in the year 2100? In the year 2018? That's fairly arrogant for us to think we know exactly what it should be in 2100. "
124,President Trump’s claim of growing ice does not reflect reality,"
The ice caps were going to melt. They were going to be gone by now, but now they're setting records ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: There is a cooling and there's a heating -- I mean, look, it used to not be climate change. It used to be global warming. That wasn't working too well because it was getting too cold all over the place. The ice caps were going to melt. They were going to be gone by now, but now they're setting records, okay? They're at a record level. "
